tweet_id;tweet;mot;pres;type
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;sweep;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;lmaooooooooo;non;ABR
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;win;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;tonight;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;your;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;legacy;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;is;non;ANG
71292_tweet.txt;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path;the;non;ANG
160768_tweet.txt;#Hassan les personnes qui croient encore  que Hassan a frapper fathma  venez on se pose 2 min et on discute;hassan;non;NP
195174_tweet.txt;j'espère grave que Léna elle va passer un moins entier chill sans emmerde (et sans maladie) parce que bichette toujours elle a la poisse;léna;non;NP
195174_tweet.txt;j'espère grave que Léna elle va passer un moins entier chill sans emmerde (et sans maladie) parce que bichette toujours elle a la poisse;chill;non;ANG
35968_tweet.txt;@XXX Mais non mais imagine elle me recale ...;recale;non;FAUTE
148387_tweet.txt;Le pauvre Westbrook mais oklm il fais un bon match url_path;westbrook;non;NP
148387_tweet.txt;Le pauvre Westbrook mais oklm il fais un bon match url_path;oklm;non;ABR
58099_tweet.txt;Sa soule trop de changement sur #rmclive #RMCF après bourdin,brunet maintenant fatima j aime pas tous ses changements vous aller nous manqué #GGRMC #gg url_path;bourdinbrunet;non;NP
58099_tweet.txt;Sa soule trop de changement sur #rmclive #RMCF après bourdin,brunet maintenant fatima j aime pas tous ses changements vous aller nous manqué #GGRMC #gg url_path;fatima;non;NP
233171_tweet.txt;@XXX En contre, mais on les négocie mal, et en défense ben chaque fois que Brest arrive dans notre moitié, ils peuvent marquer mdr.;brest;non;NP
233171_tweet.txt;@XXX En contre, mais on les négocie mal, et en défense ben chaque fois que Brest arrive dans notre moitié, ils peuvent marquer mdr.;mdr;non;ABR
188152_tweet.txt;jamais tranquille c un truc de malade même contre brest;brest;non;NP
243462_tweet.txt;J'aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr #LRDS;ca;non;FAUTE
243462_tweet.txt;J'aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr #LRDS;mere;non;FAUTE
243462_tweet.txt;J'aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr #LRDS;poele;non;FAUTE
243462_tweet.txt;J'aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr #LRDS;mdr;non;ABR
1723_tweet.txt;le pauvre Jean-Luc Gary il tremble a mort  #SNCF;jeanluc;non;NP
1723_tweet.txt;le pauvre Jean-Luc Gary il tremble a mort  #SNCF;gary;non;NP
97010_tweet.txt;On en parle du bop de Somi ??;somi;non;NP
88325_tweet.txt;@XXX @XXX Vas rejoindre David Luiz qu’on t’insulte tes grands morts @XXX;david;non;NP
88325_tweet.txt;@XXX @XXX Vas rejoindre David Luiz qu’on t’insulte tes grands morts @XXX;luiz;non;NP
45323_tweet.txt;@XXX Qu’est ce que jferais pas pour toi dis donc;jferais;non;FAUTE
203785_tweet.txt;Bh clairement personne n’aime les poissons jpp, j’ai le pire des signes astro ??;bh;non;ABR
203785_tweet.txt;Bh clairement personne n’aime les poissons jpp, j’ai le pire des signes astro ??;jpp;non;ABR
42353_tweet.txt;Kunigami il s’est fait jeté j’ai le seum url_path;kunigami;non;NP
42353_tweet.txt;Kunigami il s’est fait jeté j’ai le seum url_path;seum;non;NEO
166353_tweet.txt;"@XXX cava commence à lâcher des ""les bucks joue mieux sans giannis"" ??";bucks;non;NP
166353_tweet.txt;"@XXX cava commence à lâcher des ""les bucks joue mieux sans giannis"" ??";giannis;non;NP
158768_tweet.txt;@XXX sur ma liste de bougs à jamais faire chier y a papacito dans le top 5;bougs;non;NEO
158768_tweet.txt;@XXX sur ma liste de bougs à jamais faire chier y a papacito dans le top 5;papacito;non;NP
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);etes;non;FAUTE
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);lalbum;non;FAUTE
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);kaaris;non;NP
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);wsh;non;NEO
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);arretez;non;FAUTE
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);bo;non;NP
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);cest;non;FAUTE
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);lalbum;non;FAUTE
262854_tweet.txt;Vous etes dur avec lalbum de kaaris wsh arretez de sucer b2o ! Bon ok cest pas lalbum de l’année mais il est bien.   (Valhalla ????????);valhalla;non;NP
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";mdr;non;ABR
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";alexander;non;NP
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";arnold;non;NP
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";révolutionne;non;FAUTE
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";journalistesconsultants;non;X
146690_tweet.txt;"MDR ""Alexander Arnold révolutionne le poste de latéral droit"" les journalistes/Consultants en France c'est vraiment quelque chose !";france;non;NP
25564_tweet.txt;Ma TL de gauche m'a pas prévenu que Soral a été arrêté. Vous décevez la mif;tl;non;ABR
25564_tweet.txt;Ma TL de gauche m'a pas prévenu que Soral a été arrêté. Vous décevez la mif;soral;non;NP
25564_tweet.txt;Ma TL de gauche m'a pas prévenu que Soral a été arrêté. Vous décevez la mif;mif;non;ABR
31596_tweet.txt;@XXX @XXX @XXX Mdrr c'est pas AD la menace n°1, oubliez pas ce que LeBron peux faire avec des zgeg à coté de lui;mdrr;non;ABR
31596_tweet.txt;@XXX @XXX @XXX Mdrr c'est pas AD la menace n°1, oubliez pas ce que LeBron peux faire avec des zgeg à coté de lui;ad;non;NP
31596_tweet.txt;@XXX @XXX @XXX Mdrr c'est pas AD la menace n°1, oubliez pas ce que LeBron peux faire avec des zgeg à coté de lui;lebron;non;NP
31596_tweet.txt;@XXX @XXX @XXX Mdrr c'est pas AD la menace n°1, oubliez pas ce que LeBron peux faire avec des zgeg à coté de lui;zgeg;non;NEO
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;jasmine;non;NP
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;mdr;non;ABR
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;tootatis;non;NP
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;story;non;ANG
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;rapelle;non;FAUTE
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;mdr;non;ABR
113098_tweet.txt;@XXX @XXX C’est une expression merci Jasmine mdr, il l’a supprimé sûrement dès que tootatis a vus la story et qu’elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué Mdr. Et c’est pas la 1er fois qui mets une vidéo d’elle sans faire exprès url_path;er;non;FAUTE
110262_tweet.txt;lena et seb ils sont si mignons je hurle;lena;non;NP
110262_tweet.txt;lena et seb ils sont si mignons je hurle;seb;non;NP
46289_tweet.txt;+ Perso, ça me ferais chier 2 ne pas pouvoir respirer l'air pur 2 la mer tranquille juste parce-qu'on nous obligera à en porter 1 ...À la plage ??, simplement parce-qu'on vous demande d'en porter 1 en ville dans les magasins ect #portezceputaindemasquedemerde #MasqueObligatoire;parceon;non;X
46289_tweet.txt;+ Perso, ça me ferais chier 2 ne pas pouvoir respirer l'air pur 2 la mer tranquille juste parce-qu'on nous obligera à en porter 1 ...À la plage ??, simplement parce-qu'on vous demande d'en porter 1 en ville dans les magasins ect #portezceputaindemasquedemerde #MasqueObligatoire;parceon;non;X
46289_tweet.txt;+ Perso, ça me ferais chier 2 ne pas pouvoir respirer l'air pur 2 la mer tranquille juste parce-qu'on nous obligera à en porter 1 ...À la plage ??, simplement parce-qu'on vous demande d'en porter 1 en ville dans les magasins ect #portezceputaindemasquedemerde #MasqueObligatoire;ect;non;ABR
56514_tweet.txt;Ne-Yo le bois matin, midi, soir surtout que Mario a part let me love you y a rien à débattre url_path;neyo;non;NP
56514_tweet.txt;Ne-Yo le bois matin, midi, soir surtout que Mario a part let me love you y a rien à débattre url_path;mario;non;NP
56514_tweet.txt;Ne-Yo le bois matin, midi, soir surtout que Mario a part let me love you y a rien à débattre url_path;you;non;ANG
156147_tweet.txt;les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur;stmg;non;ABR
156147_tweet.txt;les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur;tt;non;ABR
156147_tweet.txt;les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur;tweets;non;ANG
156147_tweet.txt;les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur;talheur;non;FAUTE
256702_tweet.txt;faut aussi se dire qu’aliexpress sont rois de la contrefacon mdr url_path;aliexpress;non;NP
256702_tweet.txt;faut aussi se dire qu’aliexpress sont rois de la contrefacon mdr url_path;contrefacon;non;FAUTE
256702_tweet.txt;faut aussi se dire qu’aliexpress sont rois de la contrefacon mdr url_path;mdr;non;ABR
123504_tweet.txt;J’suis dégoûté pour Marc Hirschi;hirschi;non;NP
125025_tweet.txt;@XXX @XXX @XXX @XXX @XXX Beaucoup de gauchiasses reprochent au Puy du Fou de donner une bonne image de l'histoire de France quand eux voudraient nous en dresser un tableau très sombre (les-heures-les-plus-sombres-de-notre-histoire, la colonisation où paraît-il tout était négatif toussa toussa...);gauchiasses;non;NEO
125025_tweet.txt;@XXX @XXX @XXX @XXX @XXX Beaucoup de gauchiasses reprochent au Puy du Fou de donner une bonne image de l'histoire de France quand eux voudraient nous en dresser un tableau très sombre (les-heures-les-plus-sombres-de-notre-histoire, la colonisation où paraît-il tout était négatif toussa toussa...);france;non;NP
125025_tweet.txt;@XXX @XXX @XXX @XXX @XXX Beaucoup de gauchiasses reprochent au Puy du Fou de donner une bonne image de l'histoire de France quand eux voudraient nous en dresser un tableau très sombre (les-heures-les-plus-sombres-de-notre-histoire, la colonisation où paraît-il tout était négatif toussa toussa...);lesheureslesplussombresdenotrehistoire;non;X
125025_tweet.txt;@XXX @XXX @XXX @XXX @XXX Beaucoup de gauchiasses reprochent au Puy du Fou de donner une bonne image de l'histoire de France quand eux voudraient nous en dresser un tableau très sombre (les-heures-les-plus-sombres-de-notre-histoire, la colonisation où paraît-il tout était négatif toussa toussa...);paraîtil;non;X
42527_tweet.txt;C est pas une petite merde de plenel ! url_path;plenel;non;NP
205820_tweet.txt;#MonPireDate j'ai pleuré parce que je pensais à mon ex ??  Désolé si tu vois ça ??;ex;non;ABR
5161_tweet.txt;@XXX Moi c'était zaza mimosa j'étais trop deg de savoir que cetait plus publié ??;zaza;non;NP
5161_tweet.txt;@XXX Moi c'était zaza mimosa j'étais trop deg de savoir que cetait plus publié ??;deg;non;ABR
5161_tweet.txt;@XXX Moi c'était zaza mimosa j'étais trop deg de savoir que cetait plus publié ??;cetait;non;FAUTE
138267_tweet.txt;acheter moi le mario 3D all star svp c'est bientôt mon annive la;mario;non;NP
138267_tweet.txt;acheter moi le mario 3D all star svp c'est bientôt mon annive la;all;non;ANG
138267_tweet.txt;acheter moi le mario 3D all star svp c'est bientôt mon annive la;annive;non;ABR
186750_tweet.txt;RT @XXX: En vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu parano??????force on est pas toutes comme ça;apres;non;FAUTE
186750_tweet.txt;RT @XXX: En vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu parano??????force on est pas toutes comme ça;hassan;non;NP
186750_tweet.txt;RT @XXX: En vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu parano??????force on est pas toutes comme ça;paranoforce;non;X
52245_tweet.txt;@XXX @XXX tu t’y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites;stp;non;ABR
52245_tweet.txt;@XXX @XXX tu t’y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites;travails;non;FAUTE
52245_tweet.txt;@XXX @XXX tu t’y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites;stmg;non;ABR
189701_tweet.txt;RT @XXX: Elle est en manque de fric la zoz, sûrement a force de s’acheter des abonnés ?? @XXX #LMVSLRDM5 #LMvsMonde5;zoz;non;NEO
167495_tweet.txt;@XXX On a notre match face à sochaux tkt lol;sochaux;non;NP
167495_tweet.txt;@XXX On a notre match face à sochaux tkt lol;tkt;non;ABR
167495_tweet.txt;@XXX On a notre match face à sochaux tkt lol;lol;non;ABR
65531_tweet.txt;@XXX Mdrrr l'image était parfaite Mais en vrai je suis tellement choqué.. J'ai pas les mots BB top 5 des meilleurs séries de ce siècle C'est un veritable affront que tu lui fais là;mdrrr;non;ABR
65531_tweet.txt;@XXX Mdrrr l'image était parfaite Mais en vrai je suis tellement choqué.. J'ai pas les mots BB top 5 des meilleurs séries de ce siècle C'est un veritable affront que tu lui fais là;bb;non;ABR
65531_tweet.txt;@XXX Mdrrr l'image était parfaite Mais en vrai je suis tellement choqué.. J'ai pas les mots BB top 5 des meilleurs séries de ce siècle C'est un veritable affront que tu lui fais là;veritable;non;FAUTE
198218_tweet.txt;@XXX demain si je me réveille je veux la bande annonce des #LMVSLRDM5 wesh c’est abusé_la depuis on attend vous voulez le vendre ou quoi #lmvsmonde5 @XXX;wesh;non;NEO
198218_tweet.txt;@XXX demain si je me réveille je veux la bande annonce des #LMVSLRDM5 wesh c’est abusé_la depuis on attend vous voulez le vendre ou quoi #lmvsmonde5 @XXX;abuséla;non;X
164784_tweet.txt;Dommage le feat bosh Kaaris il est court;feat;non;ANG
164784_tweet.txt;Dommage le feat bosh Kaaris il est court;bosh;non;NP
164784_tweet.txt;Dommage le feat bosh Kaaris il est court;kaaris;non;NP
167521_tweet.txt;@XXX @XXX @XXX @XXX @XXX Et encore bordeaux ils sont fait meilleur qu’eux contre le bayern et la juve sachant qu’ils avaient Gourcuff url_path;bayern;non;NP
167521_tweet.txt;@XXX @XXX @XXX @XXX @XXX Et encore bordeaux ils sont fait meilleur qu’eux contre le bayern et la juve sachant qu’ils avaient Gourcuff url_path;juve;non;NP
167521_tweet.txt;@XXX @XXX @XXX @XXX @XXX Et encore bordeaux ils sont fait meilleur qu’eux contre le bayern et la juve sachant qu’ils avaient Gourcuff url_path;gourcuff;non;NP
187061_tweet.txt;@XXX @XXX @XXX Bedene a fait pareil à Cincinnati il a rien eu c'est juste pcq c'est djoko;bedene;non;NP
187061_tweet.txt;@XXX @XXX @XXX Bedene a fait pareil à Cincinnati il a rien eu c'est juste pcq c'est djoko;cincinnati;non;NP
187061_tweet.txt;@XXX @XXX @XXX Bedene a fait pareil à Cincinnati il a rien eu c'est juste pcq c'est djoko;pcq;non;ABR
187061_tweet.txt;@XXX @XXX @XXX Bedene a fait pareil à Cincinnati il a rien eu c'est juste pcq c'est djoko;djoko;non;NP
61490_tweet.txt;Je voulais grave commander les t-shirt de Léna mais ils livrent pas en Suisse ??;tshirt;non;FAUTE
61490_tweet.txt;Je voulais grave commander les t-shirt de Léna mais ils livrent pas en Suisse ??;léna;non;NP
166846_tweet.txt;@XXX Bah j’ai vu ça jsplus ou Wejdene a 5%, feuneu 20% et le reste bah la maison de disque ou jsp;jsplus;non;FAUTE
166846_tweet.txt;@XXX Bah j’ai vu ça jsplus ou Wejdene a 5%, feuneu 20% et le reste bah la maison de disque ou jsp;wejdene;non;NP
166846_tweet.txt;@XXX Bah j’ai vu ça jsplus ou Wejdene a 5%, feuneu 20% et le reste bah la maison de disque ou jsp;feuneu;non;NP
166846_tweet.txt;@XXX Bah j’ai vu ça jsplus ou Wejdene a 5%, feuneu 20% et le reste bah la maison de disque ou jsp;jsp;non;ABR
33711_tweet.txt;RT @XXX: Vous pouvez pas savoir à quel point je l'aime ptn, tellement tellement fort #JungkookDay url_path;ptn;non;ABR
214738_tweet.txt;@XXX @XXX Pense à niquer ta mère à l'occasion quand même, Thierry;thierry;non;NP
84074_tweet.txt;RT @XXX: #MK8D #NintendoSwitch J'ai fai de la merde mais l'avance est confortable url_path;fai;non;FAUTE
202154_tweet.txt;@XXX Elle regardait même pas djoko elle était dans les vapes;djoko;non;NP
42683_tweet.txt;Tjrs autant de classe notre golden maknae ???? Quel plaisir en sah de l’avoir dans nos vies??????? #JungkookDay url_path;tjrs;non;ABR
42683_tweet.txt;Tjrs autant de classe notre golden maknae ???? Quel plaisir en sah de l’avoir dans nos vies??????? #JungkookDay url_path;maknae;non;NP
42683_tweet.txt;Tjrs autant de classe notre golden maknae ???? Quel plaisir en sah de l’avoir dans nos vies??????? #JungkookDay url_path;sah;non;NEO
229446_tweet.txt;Selena Gomez a déjà 28 ans wsh quand j’étais petite je fêtais  presque son anniv avec elle ???? une ancienne Selenator qui parle;selena;non;NP
229446_tweet.txt;Selena Gomez a déjà 28 ans wsh quand j’étais petite je fêtais  presque son anniv avec elle ???? une ancienne Selenator qui parle;gomez;non;NP
229446_tweet.txt;Selena Gomez a déjà 28 ans wsh quand j’étais petite je fêtais  presque son anniv avec elle ???? une ancienne Selenator qui parle;wsh;non;NEO
229446_tweet.txt;Selena Gomez a déjà 28 ans wsh quand j’étais petite je fêtais  presque son anniv avec elle ???? une ancienne Selenator qui parle;fêtais;non;FAUTE
229446_tweet.txt;Selena Gomez a déjà 28 ans wsh quand j’étais petite je fêtais  presque son anniv avec elle ???? une ancienne Selenator qui parle;selenator;non;NP
251112_tweet.txt;Ah ouais Hassan il est trop fort, il l’ai a enterrés ????;hassan;non;NP
98399_tweet.txt;On est d’accord que là on se fait dominer par Brest ? Ça promet contre l’Inter et le Bayern ???? @XXX allez ooooh !!!;brest;non;NP
98399_tweet.txt;On est d’accord que là on se fait dominer par Brest ? Ça promet contre l’Inter et le Bayern ???? @XXX allez ooooh !!!;bayern;non;NP
98399_tweet.txt;On est d’accord que là on se fait dominer par Brest ? Ça promet contre l’Inter et le Bayern ???? @XXX allez ooooh !!!;ooooh;non;INTER
241445_tweet.txt;Plus qu’un tour, Sainz affamé !!! #ItalianGP #F1 #AuRupteur url_path;sainz;non;NP
103356_tweet.txt;Somi ... ma puce le son a aucune saveur ... mais le mv est troop trop beau par contre;somi;non;NP
103356_tweet.txt;Somi ... ma puce le son a aucune saveur ... mais le mv est troop trop beau par contre;mv;non;ABR
103356_tweet.txt;Somi ... ma puce le son a aucune saveur ... mais le mv est troop trop beau par contre;troop;non;FAUTE
268121_tweet.txt;@XXX Et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et t’arrêter t’as séance et pour lexo principal tu laisse entre 2-5min de repos et les répétitions entre 1-6 Max;tt;non;ABR
268121_tweet.txt;@XXX Et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et t’arrêter t’as séance et pour lexo principal tu laisse entre 2-5min de repos et les répétitions entre 1-6 Max;lexo;non;ABR
63454_tweet.txt;Seul club qui rassemble des millions de supporters sur des continent différents pour un match contre Brest ptn que jtm #teamOM url_path;brest;non;NP
63454_tweet.txt;Seul club qui rassemble des millions de supporters sur des continent différents pour un match contre Brest ptn que jtm #teamOM url_path;ptn;non;ABR
63454_tweet.txt;Seul club qui rassemble des millions de supporters sur des continent différents pour un match contre Brest ptn que jtm #teamOM url_path;jtm;non;ABR
154477_tweet.txt;21 (Lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines) bah toi t'es archi chouette, en plus le truc que tu viens de créer pour les personnes trans c'est vraiment bien, j'espère qu'on pourra visiter Chambord ensemble bg;lol;non;ABR
154477_tweet.txt;21 (Lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines) bah toi t'es archi chouette, en plus le truc que tu viens de créer pour les personnes trans c'est vraiment bien, j'espère qu'on pourra visiter Chambord ensemble bg;chambord;non;NP
