tweet_id,tweet,mot
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,mvp
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,mvp
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,dpoy
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,sweep
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,lmaooooooooo
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,win
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,tonight
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,your
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,legacy
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,is
71292_tweet.txt,même si on lui coupe le pied il doit jouer back to back mvp mvp et dpoy sur la même saison et tu vas te manger un sweep   lmaooooooooo must win tonight  your legacy is on the line,the
160768_tweet.txt,les personnes qui croient encore  que hassan a frapper fathma  venez on se pose  min et on discute,hassan
195174_tweet.txt,espère grave que léna elle va passer un moins entier chill sans emmerde et sans maladie parce que bichette toujours elle a la poisse,léna
195174_tweet.txt,espère grave que léna elle va passer un moins entier chill sans emmerde et sans maladie parce que bichette toujours elle a la poisse,chill
35968_tweet.txt,mais non mais imagine elle me recale,recale
148387_tweet.txt,le pauvre westbrook mais oklm il fais un bon match,westbrook
148387_tweet.txt,le pauvre westbrook mais oklm il fais un bon match,oklm
58099_tweet.txt,sa soule trop de changement sur après bourdinbrunet maintenant fatima j aime pas tous ses changements vous aller nous manqué,bourdinbrunet
58099_tweet.txt,sa soule trop de changement sur après bourdinbrunet maintenant fatima j aime pas tous ses changements vous aller nous manqué,fatima
233171_tweet.txt,en contre mais on les négocie mal et en défense ben chaque fois que brest arrive dans notre moitié ils peuvent marquer mdr,brest
233171_tweet.txt,en contre mais on les négocie mal et en défense ben chaque fois que brest arrive dans notre moitié ils peuvent marquer mdr,mdr
188152_tweet.txt,jamais tranquille c un truc de malade même contre brest,brest
243462_tweet.txt,aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr,ca
243462_tweet.txt,aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr,mere
243462_tweet.txt,aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr,poele
243462_tweet.txt,aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr,mdr
1723_tweet.txt,le pauvre jean-luc gary il tremble a mort,jean-luc
1723_tweet.txt,le pauvre jean-luc gary il tremble a mort,gary
97010_tweet.txt,on en parle du bop de somi,somi
88325_tweet.txt,vas rejoindre david luiz on insulte tes grands morts,david
88325_tweet.txt,vas rejoindre david luiz on insulte tes grands morts,luiz
45323_tweet.txt,est ce que jferais pas pour toi dis donc,jferais
203785_tweet.txt,bh clairement personne aime les poissons jpp ai le pire des signes astro,bh
203785_tweet.txt,bh clairement personne aime les poissons jpp ai le pire des signes astro,jpp
42353_tweet.txt,kunigami il est fait jeté ai le seum,kunigami
42353_tweet.txt,kunigami il est fait jeté ai le seum,seum
166353_tweet.txt,cava commence à lâcher des les bucks joue mieux sans giannis,bucks
166353_tweet.txt,cava commence à lâcher des les bucks joue mieux sans giannis,giannis
158768_tweet.txt,sur ma liste de bougs à jamais faire chier y a papacito dans le top,bougs
158768_tweet.txt,sur ma liste de bougs à jamais faire chier y a papacito dans le top,papacito
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,etes
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,lalbum
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,kaaris
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,wsh
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,arretez
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,bo
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,cest
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,lalbum
262854_tweet.txt,vous etes dur avec lalbum de kaaris wsh arretez de sucer bo  bon ok cest pas lalbum de année mais il est bien   valhalla,valhalla
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,mdr
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,alexander
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,arnold
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,révolutionne
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,journalistesconsultants
146690_tweet.txt,mdr alexander arnold révolutionne le poste de latéral droit les journalistesconsultants en france est vraiment quelque chose,france
25564_tweet.txt,ma tl de gauche a pas prévenu que soral a été arrêté vous décevez la mif,tl
25564_tweet.txt,ma tl de gauche a pas prévenu que soral a été arrêté vous décevez la mif,soral
25564_tweet.txt,ma tl de gauche a pas prévenu que soral a été arrêté vous décevez la mif,mif
31596_tweet.txt,mdrr est pas ad la menace n oubliez pas ce que lebron peux faire avec des zgeg à coté de lui,mdrr
31596_tweet.txt,mdrr est pas ad la menace n oubliez pas ce que lebron peux faire avec des zgeg à coté de lui,ad
31596_tweet.txt,mdrr est pas ad la menace n oubliez pas ce que lebron peux faire avec des zgeg à coté de lui,lebron
31596_tweet.txt,mdrr est pas ad la menace n oubliez pas ce que lebron peux faire avec des zgeg à coté de lui,zgeg
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,jasmine
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,mdr
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,tootatis
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,story
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,rapelle
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,mdr
113098_tweet.txt,est une expression merci jasmine mdr il a supprimé sûrement dès que tootatis a vus la story et elle a dit de supprimer mais je me rapelle il avais grave supprimé car beaucoup de gens était choqué mdr et est pas la er fois qui mets une vidéo elle sans faire exprès,er
110262_tweet.txt,lena et seb ils sont si mignons je hurle,lena
110262_tweet.txt,lena et seb ils sont si mignons je hurle,seb
46289_tweet.txt,perso ça me ferais chier  ne pas pouvoir respirer air pur  la mer tranquille juste parce-on nous obligera à en porter   la plage  simplement parce-on vous demande en porter  en ville dans les magasins ect,parce-on
46289_tweet.txt,perso ça me ferais chier  ne pas pouvoir respirer air pur  la mer tranquille juste parce-on nous obligera à en porter   la plage  simplement parce-on vous demande en porter  en ville dans les magasins ect,parce-on
46289_tweet.txt,perso ça me ferais chier  ne pas pouvoir respirer air pur  la mer tranquille juste parce-on nous obligera à en porter   la plage  simplement parce-on vous demande en porter  en ville dans les magasins ect,ect
56514_tweet.txt,ne-yo le bois matin midi soir surtout que mario a part let me love you y a rien à débattre,ne-yo
56514_tweet.txt,ne-yo le bois matin midi soir surtout que mario a part let me love you y a rien à débattre,mario
56514_tweet.txt,ne-yo le bois matin midi soir surtout que mario a part let me love you y a rien à débattre,you
156147_tweet.txt,les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur,stmg
156147_tweet.txt,les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur,tt
156147_tweet.txt,les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur,tweets
156147_tweet.txt,les stmg sont en tt et bah je ris toute seule sur tous les tweets depuis talheur,talheur
256702_tweet.txt,faut aussi se dire aliexpress sont rois de la contrefacon mdr,aliexpress
256702_tweet.txt,faut aussi se dire aliexpress sont rois de la contrefacon mdr,contrefacon
256702_tweet.txt,faut aussi se dire aliexpress sont rois de la contrefacon mdr,mdr
123504_tweet.txt,suis dégoûté pour marc hirschi,hirschi
125025_tweet.txt,beaucoup de gauchiasses reprochent au puy du fou de donner une bonne image de histoire de france quand eux voudraient nous en dresser un tableau très sombre les-heures-les-plus-sombres-de-notre-histoire la colonisation où paraît-il tout était négatif toussa toussa,gauchiasses
125025_tweet.txt,beaucoup de gauchiasses reprochent au puy du fou de donner une bonne image de histoire de france quand eux voudraient nous en dresser un tableau très sombre les-heures-les-plus-sombres-de-notre-histoire la colonisation où paraît-il tout était négatif toussa toussa,france
125025_tweet.txt,beaucoup de gauchiasses reprochent au puy du fou de donner une bonne image de histoire de france quand eux voudraient nous en dresser un tableau très sombre les-heures-les-plus-sombres-de-notre-histoire la colonisation où paraît-il tout était négatif toussa toussa,les-heures-les-plus-sombres-de-notre-histoire
125025_tweet.txt,beaucoup de gauchiasses reprochent au puy du fou de donner une bonne image de histoire de france quand eux voudraient nous en dresser un tableau très sombre les-heures-les-plus-sombres-de-notre-histoire la colonisation où paraît-il tout était négatif toussa toussa,paraît-il
42527_tweet.txt,c est pas une petite merde de plenel,plenel
205820_tweet.txt,ai pleuré parce que je pensais à mon ex   désolé si tu vois ça,ex
5161_tweet.txt,moi était zaza mimosa étais trop deg de savoir que cetait plus publié,zaza
5161_tweet.txt,moi était zaza mimosa étais trop deg de savoir que cetait plus publié,deg
5161_tweet.txt,moi était zaza mimosa étais trop deg de savoir que cetait plus publié,cetait
138267_tweet.txt,acheter moi le mario d all star svp est bientôt mon annive la,mario
138267_tweet.txt,acheter moi le mario d all star svp est bientôt mon annive la,all
138267_tweet.txt,acheter moi le mario d all star svp est bientôt mon annive la,annive
186750_tweet.txt,en vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu paranoforce on est pas toutes comme ça,apres
186750_tweet.txt,en vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu paranoforce on est pas toutes comme ça,hassan
186750_tweet.txt,en vrai les gars apres avoir vu la vidéo de hassan ils doivent être devenu paranoforce on est pas toutes comme ça,paranoforce
52245_tweet.txt,tu y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites,stp
52245_tweet.txt,tu y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites,travails
52245_tweet.txt,tu y connais rien toi ment bien stp je sais je parle de quoi les s en chien quand ils demandent du travails face à des stmg des trou du cul comme vous dites,stmg
189701_tweet.txt,elle est en manque de fric la zoz sûrement a force de acheter des abonnés,zoz
167495_tweet.txt,on a notre match face à sochaux tkt lol,sochaux
167495_tweet.txt,on a notre match face à sochaux tkt lol,tkt
167495_tweet.txt,on a notre match face à sochaux tkt lol,lol
65531_tweet.txt,mdrrr image était parfaite mais en vrai je suis tellement choqué ai pas les mots bb top  des meilleurs séries de ce siècle est un veritable affront que tu lui fais là,mdrrr
65531_tweet.txt,mdrrr image était parfaite mais en vrai je suis tellement choqué ai pas les mots bb top  des meilleurs séries de ce siècle est un veritable affront que tu lui fais là,bb
65531_tweet.txt,mdrrr image était parfaite mais en vrai je suis tellement choqué ai pas les mots bb top  des meilleurs séries de ce siècle est un veritable affront que tu lui fais là,veritable
198218_tweet.txt,demain si je me réveille je veux la bande annonce des wesh est abuséla depuis on attend vous voulez le vendre ou quoi,wesh
198218_tweet.txt,demain si je me réveille je veux la bande annonce des wesh est abuséla depuis on attend vous voulez le vendre ou quoi,abuséla
164784_tweet.txt,dommage le feat bosh kaaris il est court,feat
164784_tweet.txt,dommage le feat bosh kaaris il est court,bosh
164784_tweet.txt,dommage le feat bosh kaaris il est court,kaaris
167521_tweet.txt,et encore bordeaux ils sont fait meilleur eux contre le bayern et la juve sachant ils avaient gourcuff,bayern
167521_tweet.txt,et encore bordeaux ils sont fait meilleur eux contre le bayern et la juve sachant ils avaient gourcuff,juve
167521_tweet.txt,et encore bordeaux ils sont fait meilleur eux contre le bayern et la juve sachant ils avaient gourcuff,gourcuff
187061_tweet.txt,bedene a fait pareil à cincinnati il a rien eu est juste pcq est djoko,bedene
187061_tweet.txt,bedene a fait pareil à cincinnati il a rien eu est juste pcq est djoko,cincinnati
187061_tweet.txt,bedene a fait pareil à cincinnati il a rien eu est juste pcq est djoko,pcq
187061_tweet.txt,bedene a fait pareil à cincinnati il a rien eu est juste pcq est djoko,djoko
61490_tweet.txt,je voulais grave commander les t-shirt de léna mais ils livrent pas en suisse,léna
166846_tweet.txt,bah ai vu ça jsplus ou wejdene a  feuneu  et le reste bah la maison de disque ou jsp,jsplus
166846_tweet.txt,bah ai vu ça jsplus ou wejdene a  feuneu  et le reste bah la maison de disque ou jsp,wejdene
166846_tweet.txt,bah ai vu ça jsplus ou wejdene a  feuneu  et le reste bah la maison de disque ou jsp,feuneu
166846_tweet.txt,bah ai vu ça jsplus ou wejdene a  feuneu  et le reste bah la maison de disque ou jsp,jsp
33711_tweet.txt,vous pouvez pas savoir à quel point je aime ptn tellement tellement fort,ptn
214738_tweet.txt,pense à niquer ta mère à occasion quand même thierry,thierry
84074_tweet.txt,ai fai de la merde mais avance est confortable,fai
202154_tweet.txt,elle regardait même pas djoko elle était dans les vapes,djoko
42683_tweet.txt,tjrs autant de classe notre golden maknae  quel plaisir en sah de avoir dans nos vies,tjrs
42683_tweet.txt,tjrs autant de classe notre golden maknae  quel plaisir en sah de avoir dans nos vies,maknae
42683_tweet.txt,tjrs autant de classe notre golden maknae  quel plaisir en sah de avoir dans nos vies,sah
229446_tweet.txt,selena gomez a déjà  ans wsh quand étais petite je fêtais  presque son anniv avec elle  une ancienne selenator qui parle,selena
229446_tweet.txt,selena gomez a déjà  ans wsh quand étais petite je fêtais  presque son anniv avec elle  une ancienne selenator qui parle,gomez
229446_tweet.txt,selena gomez a déjà  ans wsh quand étais petite je fêtais  presque son anniv avec elle  une ancienne selenator qui parle,wsh
229446_tweet.txt,selena gomez a déjà  ans wsh quand étais petite je fêtais  presque son anniv avec elle  une ancienne selenator qui parle,fêtais
229446_tweet.txt,selena gomez a déjà  ans wsh quand étais petite je fêtais  presque son anniv avec elle  une ancienne selenator qui parle,selenator
251112_tweet.txt,ah ouais hassan il est trop fort il ai a enterrés,hassan
98399_tweet.txt,on est accord que là on se fait dominer par brest  a promet contre inter et le bayern   allez ooooh,brest
98399_tweet.txt,on est accord que là on se fait dominer par brest  a promet contre inter et le bayern   allez ooooh,bayern
98399_tweet.txt,on est accord que là on se fait dominer par brest  a promet contre inter et le bayern   allez ooooh,ooooh
241445_tweet.txt,plus un tour sainz affamé,sainz
103356_tweet.txt,somi  ma puce le son a aucune saveur  mais le mv est troop trop beau par contre,somi
103356_tweet.txt,somi  ma puce le son a aucune saveur  mais le mv est troop trop beau par contre,mv
103356_tweet.txt,somi  ma puce le son a aucune saveur  mais le mv est troop trop beau par contre,troop
268121_tweet.txt,et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et arrêter as séance et pour lexo principal tu laisse entre -min de repos et les répétitions entre - max,tt
268121_tweet.txt,et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et arrêter as séance et pour lexo principal tu laisse entre -min de repos et les répétitions entre - max,lexo
268121_tweet.txt,et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et arrêter as séance et pour lexo principal tu laisse entre -min de repos et les répétitions entre - max,-min
268121_tweet.txt,et tu fais cette exo en premier puis tu rajoute deux exo du même muscle c tt et arrêter as séance et pour lexo principal tu laisse entre -min de repos et les répétitions entre - max,-
63454_tweet.txt,seul club qui rassemble des millions de supporters sur des continent différents pour un match contre brest ptn que jtm,brest
63454_tweet.txt,seul club qui rassemble des millions de supporters sur des continent différents pour un match contre brest ptn que jtm,ptn
63454_tweet.txt,seul club qui rassemble des millions de supporters sur des continent différents pour un match contre brest ptn que jtm,jtm
154477_tweet.txt,lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines bah toi es archi chouette en plus le truc que tu viens de créer pour les personnes trans est vraiment bien espère on pourra visiter chambord ensemble bg,lol
154477_tweet.txt,lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines bah toi es archi chouette en plus le truc que tu viens de créer pour les personnes trans est vraiment bien espère on pourra visiter chambord ensemble bg,chambord
154477_tweet.txt,lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines bah toi es archi chouette en plus le truc que tu viens de créer pour les personnes trans est vraiment bien espère on pourra visiter chambord ensemble bg,bg
240193_tweet.txt,par conte partagé pas des photos ou vidéos entrain de decapiter animal svp ui sensible,decapiter
240193_tweet.txt,par conte partagé pas des photos ou vidéos entrain de decapiter animal svp ui sensible,ui
268227_tweet.txt,leris luketo il a lâché une bombe et il est parti comme ça,leris
268227_tweet.txt,leris luketo il a lâché une bombe et il est parti comme ça,luketo
23289_tweet.txt,est la version deluxe de autre son elle a juste rajouté une partie oklm,deluxe
23289_tweet.txt,est la version deluxe de autre son elle a juste rajouté une partie oklm,oklm
25978_tweet.txt,mdrrr il vient de sous entendre que ademo vend encore,mdrrr
25978_tweet.txt,mdrrr il vient de sous entendre que ademo vend encore,ademo
163275_tweet.txt,je pense pas que je paniquais aurais juste bien le seum,seum
192824_tweet.txt,ai eu le livre de lady gaga la banque images et album the fame hui mdr ai envie exploser dans ma chambre,the
192824_tweet.txt,ai eu le livre de lady gaga la banque images et album the fame hui mdr ai envie exploser dans ma chambre,fame
192824_tweet.txt,ai eu le livre de lady gaga la banque images et album the fame hui mdr ai envie exploser dans ma chambre,mdr
232999_tweet.txt,dribble ces n comme gaucho  gaddam ils sont faible comme sochaux,gaddam
232999_tweet.txt,dribble ces n comme gaucho  gaddam ils sont faible comme sochaux,sochaux
29269_tweet.txt,fuck le bus ai opté pour un audi rue de rivoli,fuck
29269_tweet.txt,fuck le bus ai opté pour un audi rue de rivoli,audi
29269_tweet.txt,fuck le bus ai opté pour un audi rue de rivoli,rivoli
56768_tweet.txt,et ces bucks horrible a commencer par leur leader et leur coach,bucks
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,houston
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,pts
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,er
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,qt
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,-
48555_tweet.txt,mon dieu en min houston est fait salement enchaîner à pts en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas fin du er qt - lakers,lakers
258932_tweet.txt,mais aller bebou explique moi est ce qui va pas et pk tu parle de reconversion avc tony parker,bebou
258932_tweet.txt,mais aller bebou explique moi est ce qui va pas et pk tu parle de reconversion avc tony parker,pk
258932_tweet.txt,mais aller bebou explique moi est ce qui va pas et pk tu parle de reconversion avc tony parker,avc
258932_tweet.txt,mais aller bebou explique moi est ce qui va pas et pk tu parle de reconversion avc tony parker,tony
258932_tweet.txt,mais aller bebou explique moi est ce qui va pas et pk tu parle de reconversion avc tony parker,parker
133124_tweet.txt,wsh les bucks ils ont meme pas de shooter en fait importe quoi ai seum putain,wsh
133124_tweet.txt,wsh les bucks ils ont meme pas de shooter en fait importe quoi ai seum putain,bucks
133124_tweet.txt,wsh les bucks ils ont meme pas de shooter en fait importe quoi ai seum putain,meme
133124_tweet.txt,wsh les bucks ils ont meme pas de shooter en fait importe quoi ai seum putain,seum
256583_tweet.txt,et  annus  horribilis    vous vois là  honni annus soit qui mal y pense,annus
256583_tweet.txt,et  annus  horribilis    vous vois là  honni annus soit qui mal y pense,horribilis
256583_tweet.txt,et  annus  horribilis    vous vois là  honni annus soit qui mal y pense,annus
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,mélissa
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,laurie
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,theme
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,etais
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,etre
242438_tweet.txt,mélissa et laurie ont cru le theme etais etre la  grosse connasse de la semaine ou quoi lol,lol
188068_tweet.txt,putain entendre intro des vlog août de lena situations était le moment ou ai étais la plus heureuse de ma journée,intro
188068_tweet.txt,putain entendre intro des vlog août de lena situations était le moment ou ai étais la plus heureuse de ma journée,vlog
188068_tweet.txt,putain entendre intro des vlog août de lena situations était le moment ou ai étais la plus heureuse de ma journée,lena
51079_tweet.txt,non justement les particules aeroporté sont de  micron aucun masque mise à part les demi masque avec filtre latéral son utile vraiment vous dites importe quoi portée votre masque en cotonon en reparleras dans qque semaines quand votre système immunitaire sera affaiblie,aeroporté
51079_tweet.txt,non justement les particules aeroporté sont de  micron aucun masque mise à part les demi masque avec filtre latéral son utile vraiment vous dites importe quoi portée votre masque en cotonon en reparleras dans qque semaines quand votre système immunitaire sera affaiblie,cotonon
51079_tweet.txt,non justement les particules aeroporté sont de  micron aucun masque mise à part les demi masque avec filtre latéral son utile vraiment vous dites importe quoi portée votre masque en cotonon en reparleras dans qque semaines quand votre système immunitaire sera affaiblie,reparleras
51079_tweet.txt,non justement les particules aeroporté sont de  micron aucun masque mise à part les demi masque avec filtre latéral son utile vraiment vous dites importe quoi portée votre masque en cotonon en reparleras dans qque semaines quand votre système immunitaire sera affaiblie,qque
152597_tweet.txt,pense pas ai lu que ses robes étaient de mauvaise qualité et  viscose ce qui est une particularité des fringues aliexpress mdr si effectivement rouje était une marque prestigieuse qui se faisait copier ça serait pas du tissu bas de gamme à mon avis,aliexpress
152597_tweet.txt,pense pas ai lu que ses robes étaient de mauvaise qualité et  viscose ce qui est une particularité des fringues aliexpress mdr si effectivement rouje était une marque prestigieuse qui se faisait copier ça serait pas du tissu bas de gamme à mon avis,mdr
152597_tweet.txt,pense pas ai lu que ses robes étaient de mauvaise qualité et  viscose ce qui est une particularité des fringues aliexpress mdr si effectivement rouje était une marque prestigieuse qui se faisait copier ça serait pas du tissu bas de gamme à mon avis,rouje
13842_tweet.txt,westbrook il a fumé la meuf de lebron est obligé pour avoir une tel violence,westbrook
13842_tweet.txt,westbrook il a fumé la meuf de lebron est obligé pour avoir une tel violence,lebron
