id;expression;tweet;pres;erreurs;terme prescrit
164123_tweet.txt;le mot;Bon j'vais pas préco le Mario là. Concrètement j'attend que nintendo montre comment Galaxy va fonctionner sans le motion control, apparemment c'est optionnel mais d'autres disent que y'en aura quand même pour le pointeur etc... j'attends de la clarification;non;X;
220613_tweet.txt;le mot;#MonPireDate en décembre dans un parking avec le moteur arrêter donc pas de chauffage et il a allumer son tarpé devant moi ??;non;X;
21901_tweet.txt;le mot;RT @XXX: @XXX Deja le mot Beurette lui meme il est raciste et rabaissant et eux il en rajoute;pres;;Beurette
123196_tweet.txt;le mot;Kaaris l'avait dit son feat avec Bosh est plus sale que le mot sale lui-même et suis pas déçu ya pas de mot pour décrire ce kickage de malade. Tu es fort viep roi de Sevran,  empereur de la trap;meta;;
14850_tweet.txt;le mot;@XXX @XXX Déjà pq j'ai mis le mot salope dans ma phrase c pas logique ??;meta;;
196772_tweet.txt;le mot;Jv masquer le mot psg.;meta;;
148760_tweet.txt;le mot;Marvin je l’adore déjà wesh quelle star quelle classe quelle motivation #LMvsMonde5;non;X;
255056_tweet.txt;le mot;"@XXX ?????? ""moutons"" le mot employés partout et c'est moi le mouton ?????? ça me fume on voit bien que tu viens de stmg toi";?;;
60973_tweet.txt;le mot;Le feat avec Bosh c’est une patate douce et ce batard il nous a dit « mm le mot sale c’est propre » ????;meta;;
15375_tweet.txt;le mot;@XXX Je veux pas dire mais Victor Hugo en a rien à fouttre ????je pense qu’il faudrait rebaptiser les noms en chiffres. J’habite au 100 rue 1280. Pis la France aussi, faudrait l appelée pays 3 parce que dire le mot France ou mettre un drapeau à la fenêtre ça va devenir raciste d’ici p;meta;;
72975_tweet.txt;le mot;@XXX @XXX @XXX Mais ptdr  Si j’ai envie de Rajouter mon grain de sel je le rajoute, t’as pas à me dire «  d’arreter de faire le perroquet » pratiquant tu dis ? Et tu parles comme ça ? Revois tes priorités ????????? Tu connais pas qu’est ce qui est le mot « Sagesse »  #JESUSESTDIEU;meta;;
15064_tweet.txt;le mot;Comme quoi on peut avoir le mot science dans son @XXX et être un gros demeuré. #Covid_19 #ANALYSE url_path;meta;;
86689_tweet.txt;le mot;Mon frère demain il a sa rentrée avec l’équipe de france ca fait 1h mon rep il lui fait la morale et le motive;non;X;
98925_tweet.txt;le mot;mouais kaaris bosh ça l'a hypé de fou en mode sale même le mot sale est propre pour ce qu'on a fait. bah il mérite pas cette hype malgré qu'il est pas mauvais.;meta;;
140029_tweet.txt;le mot;Mon équipe c'est le moteur, sans elle j'aurais aucun kilométrage, l'important c'est d'marquer le but pas de savoir qui le mettra url_path;non;X;
40217_tweet.txt;le mot;@XXX Pirouli c’est le mot de base genre, après ya les marques comme mister freeze yéti et tout ça;meta;;
212958_tweet.txt;le mot;Ils comparent des marques de voitures ils savent même pas rajouté de l’huile moteur c’est grave très grave url_path;non;X;
154599_tweet.txt;Le mot;@XXX @XXX Faites ce que je dis et pas ce que je fais. Le mot d'ordre de tous ces enfoirés qui pensent que parce qu'ils sont élus, ils peuvent piquer dans la caisse. #Beziers Robert Ménard url_path;non;;
77971_tweet.txt;le mot;Jcrois jvais masquer le mot Wejdene et Rihanna pcq là jpp de voir ça;meta;;
203020_tweet.txt;le mot;Kaaris il a appris le mot « moulaga » que il le répète il est fan de heuss ou quoi ?;meta;;
144766_tweet.txt;le mot;"Vous pouvez continuer à faire une fixette sur Westbrook qui est en travers, mais c'est un putain de fighter, alors le mot ""pathétique"" est en trop.  nbaextra";meta;;
125413_tweet.txt;LE MOT;je viens de régler le problème de ps4/epic games/fornite j’ai envie de mourir LE COMPTE ÉTAIT CONNECTÉ SUR UN GMAIL DONT PERSONNE N’A LE MOT DE PASSE ?? JE SUIS SUPPOSÉ FAIRE LES CONNEXIONS COMMENT MOI;non;;
238214_tweet.txt;le mot;@XXX @XXX antisémites haaaa le mot magique ! ! ! a t'on vérifié que Dieudonné n'est pas dans le coup ??;non;;
96940_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Encore une fois je suis impatient de voir le motif de harcèlement pour répondre à des tweet! Il ne répondrait pas et bon encore vu l intelligence de ces messages je doute que quiconque qualifie ça de harcèlement. Mais s il a porté plainte! La procédure abusive peut nous amuser!;non;X;
105602_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX @XXX Infâmes, c'est bien le mot pour qualifier les soutiens et la complaisance dont le pédophile #Matzneff a bénéficié pendant des décennies au sein d'une certaine intelligentsia parisienne...;meta;;
137467_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Je ne suis pas d'accord : rien ne justifie le racisme. Quel que soit le motif qu'invoque un raciste pour justifier ses préjugés il a tort, que ce soit un raciste comme @XXX ou un raciste comme Gobineau.;non;X;
219066_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX Mais mdr du coup si c’est vraiment des juifs, tu penses que le mot « juif » en tt c’est raciste  D’ailleurs dans les tendances francaises ya rien en rapport avec les juifs a part une meuf qu’a survécu a la Shoah qui est morte mais tu veux faire croire qu’on est raciste;meta;;
142441_tweet.txt;le mot;@XXX en genre c’est si le mot va dans la phrase sinon c’est er?;meta;;
117109_tweet.txt;le mot;@XXX Quand jpense au putain de mario 64 avec le moteur de odyssey qu'on aurait pu avoir, en vrai y a toujours moyen vu que c une version limitee;non;X;
39873_tweet.txt;le mot;tgv8538  sncf  train  limousin bon je suis avec  clairefglt dans un train direction Limoges SAUF que le train a foncé dans une fucking caisse car il y avait des gens qui bricoler la voie. Une vitre est brisée et le moteur à côté de nous fume bcp !!!!!  OMG  cgolri  onvamourir;non;X;
70827_tweet.txt;le mot;"Les refoulés du cul qui se lâchent sur un # avec le mot ""souiller"" parce qu'ils pensent que le sexe c'est sale, on vous voit ??  #SouilleUnTitre url_path";meta;;
231175_tweet.txt;le mot;@XXX non la c’est chaud wsh tu connais pas le mot frérot ?;meta;;
144355_tweet.txt;le mot;@XXX @XXX @XXX Par contre vous pouvez arrêter avec le mot blanc. Ça me met mal à l'aise à chaque fois et jm repete c est le frigo qui est blanc.;pres;;blanc
187876_tweet.txt;le mot;"@XXX @XXX @XXX @XXX @XXX Joue pas sur le mots quand t'es pas foutu de lire...  ""Proche"" ""autonome""";meta;;
268493_tweet.txt;le mot;"Vous parlez de ""patate"" mais ""pomme de terre"", c'est quand même mieux ! #patate RT @XXX: Le feat avec Bosh c’est une patate douce et ce batard il nous a dit « mm le mot sale c’est propre » ????";meta;;
181983_tweet.txt;le mot;RT @XXX: Les bacs pro qui taillent les stmg alors eux le mot culot a été créé pour eux;meta;;
17758_tweet.txt;le mot;@XXX @XXX Tu ne peut pas faire allusion qu’être un lâche et un suceur c’est dans les gênes ? Absolument vouloir coller cette phrase sur le mot « marocain » pour que tu t’obtiennes une vérité ? C’est incroyable;meta;;
124387_tweet.txt;le mot;Bon Hamilton go abandonner direct la autant conserver le moteur;non;X;
96854_tweet.txt;le mot;@XXX @XXX Prcq elle a rajouté le mot viol wsh c’est ça le message dans la vidéo;meta;;
152035_tweet.txt;le mot;Entre Leto, plk, et le motif on a mangé Gucci en 2 jours;non;X;
242289_tweet.txt;le mot;@XXX bah yéti pour désigner le mot pirouli ça existe pas.. non en général on me comprend pas;meta;;
125038_tweet.txt;le mot;et la si dieu existe le moteur francais de sainz pete gasly win monza !!!;non;X;
12471_tweet.txt;le mot;#tgv8538 #sncf #train #limousin bon je suis avec @XXX dans un train direction Limoges SAUF que le train a foncé dans une fucking caisse car il y avait des gens qui bricoler la voie. Une vitre est brisée et le moteur à côté de nous fume bcp !!!!! #OMG #cgolri #onvamourir;non;X;
37000_tweet.txt;Le mot;"TT vont même pas parler de choke si Milwaukee saute c'est ça le pire ""Non mais c'est pas un choke c'est juste que.."" mdrrrr  Le mot ""choke"" ne s'applique que quand faut parler de Westbrook ou DeRozan mdr";meta;;
215220_tweet.txt;le mot;"#GGRMC Liebig pour cette truffe prononcer le mot ""francais"" lui arrache sa gueule de con !";meta;;
134149_tweet.txt;le mot;@XXX Genre tu utilises le mot pirouli pour désigner un yéti ???  Et les gens te comprennent ????;meta;;
104624_tweet.txt;Le mot;@XXX Le mot est nul et en algerie y sont pas bons 100× mieux mister freeze ??????;pres;;yeti
132512_tweet.txt;le mot;@XXX ouai mais non si le jeu était pas terrible personne le prendrait, même avec un mode photo ouffissime. et ça se vois que tu sais pas ce que tu dis sur le moteurXD regarde the witcher 3 sur switch, si les dev prennent leur temps ce sera encore plus ouf;non;X;
69492_tweet.txt;le mot;@XXX @XXX @XXX Février 2021 :)  Non il a été établi que le mot atterir était valide pour tout les corps, du fait que le terme ne vient pas du nom propre Terre, mais bien du fait qu'il s'agit de toucher terre, le sol donc ^^;?;;R
251623_tweet.txt;le mot;"Très bon article sur l'anomie qui frappe notre société. On attends les piallements de la wokosphère qui sans l'avoir lu vas bloquer sur le mot ""jungle""...   url_path";meta;;
205238_tweet.txt;le mot;RT @XXX: elles vivent dans une grotte pour pas connaitre le mot badass? #LRDS;meta;;
112646_tweet.txt;le mot;@XXX @XXX Alors utilise le mot « apprendre » si tu préfères.;meta;;
46439_tweet.txt;le mot;@XXX @XXX @XXX Pff, n'importe quoi ça serait illégal déjà. Tout le monde sait que les batailles sont autorisées entre les deux, ils n'ont pas le droit de taper dans le moteur pour se battre au risque se faire surprendre par Max. Sinon Hamilton en tête a parfaitement géré son rythme.;non;X;
225742_tweet.txt;le mot;@XXX Installe l'appli adblock et utilise le moteur de recherche de l'appli, tu pourras aller sur tes sites mais y'aura plus les pubs url_path;non;X;
110801_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX @XXX @XXX Tiens déjà apprends ce qu’un sémite . Car vous avez le mot ANTISEMITE facile . url_path;meta;;
89237_tweet.txt;le mot;"@XXX @XXX ""Juif, Sioniste""... J'avais appris lors de cette vidéo justement où il dit à Soral (après s'être fait frapper) :  ""Tu me frappes parce que j'suis Juif ?!"" Soral lui avait dit juste avant : ""Si tu prononces encore le mot bougnoule, je t'en colle une""... ça n'a pas loupé....";pres;;bougnoule
251984_tweet.txt;le mot;#LeSaviezVous Greenpeace est opposé à la recherche scientifique dès qu’il y a le mot “nucléaire” dedans.. url_path;meta;;
107351_tweet.txt;le mot;"Tout le monde parle de la Une de l'Équipe concernant l'exposition des lyonnaises. Personne ne parle de ce titre complètement pourri pour Alaphilippe. Vouloir coller à tout prix le mot ""masque"". C'est ridicule.";meta;;
2451_tweet.txt;le mot;?? Google #BigQuery arrive sur #AWS et #Azure avec BigQuery Omni. Utilisez le moteur BigQuery pour analyser les #Data qui se trouvent dans plusieurs #Cloud. ?? Pour tout découvrir de BigQuery, suivez notre #webinar gratuit le 23 juillet : url_path #multicloud;non;X;
11776_tweet.txt;Le mot;#Mbappe Saint Étienne = pire ville = pire joueur = pire supporter  Le mot « Farmer League » prend du sens à cause de ce genre de club;meta;;
40332_tweet.txt;le mot;Il a terminé son #collège, il a obtenu son brevet avec mention bien, et pour cette #rentreescolaire2020, il va aller dans le #lycée de son choix pour suivre la #formation qui lui plait et le motive. #RENTREE2020 #autisme #inclusion 3/7;non;X;
25466_tweet.txt;le mot;"freeze corleone tu lui enlève le mot "" comme "" il devient muet";meta;;
9752_tweet.txt;Le mot;RT @XXX: Le motif d’arrestation de Soral est très « Gaid Salah » compatible;non;X;
96231_tweet.txt;le mot;@XXX @XXX @XXX @XXX Oui avec une One X The Witcher 3 était déjà en 4K 30 fps quand même ??. Même si j’adore ce jeu le moteur a pas mal vieilli;non;X;
54159_tweet.txt;le mot;"@XXX @XXX @XXX @XXX @XXX @XXX Plenel, le ""rigolo"" qui ne connaît pas le mot Objectivité et qui devrait faire n'importe quoi sauf du journalisme...";meta;;
220350_tweet.txt;Le mot;Le moteur de l'étage supérieur vient d'être rallumé pour envoyer Perseverance vers la planète rouge ! url_path;non;X;
200851_tweet.txt;le mot;@XXX J’aurais préféré un remake avec le moteur graphique de mario odyssey quit à attendre plus longtemps... la c’est vraiment le service minimum;non;X;
225671_tweet.txt;le terme;@XXX @XXX @XXX @XXX Mais qu'est ce que tu raconte tu préfères qu'on te definise a ta couleur de peau plutôt qu'a ta personnalité c'c'est idiot le terme racisé est immonde selon moi parce qu'elle fait une différence entre les individus;non;;
262968_tweet.txt;le terme;Au delà du fait que Zemmour est 100 fois moins dingue que Soral eça me fume à quel point elle utilise le terme judeophobie pour pas incriminer Soral en disant qu’il est antisemite ce qui est puni par la loi mdr (d’ailleurs Soral est mm pas arrêté pr ca);non;;
14232_tweet.txt;le terme;"#GGRMC et voilà!!!! Liébig qui comme d'hab ramène sa gueule à mauvais escient!! en disant n'importe quoi pour défendre les Racailles !!moi je ne les appellent pasavec le terme général ""jeunes"" car il existe des jeunes(de moins en moins) qui sont civilisés!!??????????????????";non;;
179577_tweet.txt;le terme;@XXX On va tous mouriiiiiiiir ???????? déjà le terme infecté faut arrêter..ces personnes sont juste asymptomatiques et ne sont absolument pas malades BDM #Covid_19 #PSG;non;;
35301_tweet.txt;le terme;@XXX j’essaie de leur expliquer ça sans sortir le terme mais iels captent pas ????????;non;;
118177_tweet.txt;le terme;@XXX Y'a même pas une enflure de petit Plenel qui signe ces articles de merde au @XXX  ?  ah si , le rédac chef adjoint @XXX , donc, qui poursuit l'oeuvre de son mentor Krasny . Il ne manque que le terme de rafle , ça sera pour le prochain épisode de merde;non;;
153914_tweet.txt;le terme;C'est le terme du FN Voilà pourquoi on n'avance pas sur les sujets graves dans ce pays. On se bat sur les mots utilisés... Il est dingue ce type ma parole #GGRMC;non;;
109789_tweet.txt;le terme;@XXX @XXX @XXX @XXX @XXX Et puis pour la Shoah tu feras gaffe, c'est le pays d'à côté qui l'a faite : l'Allemagne nazie d'Hitler. Celui là est certainement le plus connu (le 2e étant le genocide arménien) et c'est après ce génocide que l'ONU a créé le terme de génocide et en a donné la définition;non;;
175743_tweet.txt;le terme;#NBAextra Ils sont poisseux en défense les raptors, ouaip c'est le terme : poisseux !!!;non;;
66396_tweet.txt;le terme;Par conte le terme efficace dans les débats rap est l'un des pires qui existe mdr;pres;;efficace
206831_tweet.txt;le terme;????j'adore #DidierGiraud !Là ça claque autant que le terme employé par le pédophile,allez,vive ???? profonde,vive nous,va!#GGRMC;?;;
81745_tweet.txt;le terme;Je comprends ce que tu veux dire mais de grâce le terme que tu as utilisé  (Shoah) faut qualifier le peuple qui l'a subi et non l'assimiler aux Sarazins et racailles en tou genre Mâzel tov url_path;pres;;Shoah
28975_tweet.txt;le terme;@XXX Oui le terme homosexuel n'existait pas à l'époque. Dans la Bible on parle plus tôt les relations homosexuelles, elles sont perçu comme négatif. Par contre nous n'avons pas à tuer, insulter(en gros faire du mal) aux homosexuels car c'est un pêché de faire du mal à autrui.;meta;;
167854_tweet.txt;le terme;Donc Macron a vraiment employé le terme #incivilités alors qu'on parle de crimes ? Faudra pas qu'il s'étonne si en 2022 il hors de notre vue...;pres;;incivilités
221214_tweet.txt;le terme;@XXX @XXX Non ceux qui sont devenu aveugle c’est les Falmer. Et oui les Dwemers sont des elfes « mers » signifiant elfe le terme « nain » étant une erreur de traduction par contre ils portent la barbe :)  A noter que les orcs orsimers sont aussi des elfes;meta;;
142396_tweet.txt;le terme;@XXX @XXX @XXX @XXX @XXX Mon fils me parlait justement de ça hier, pour lui c'est signifiquement une régression. Le tout porté par le capitalisme, on le voit aussi avec les marques comme L'Oréal qui banni de leur produit le terme blanchiment.tout ça n'est que publicitaire, espoir de nouveau acheteurs ?;meta;;
146563_tweet.txt;le terme;@XXX @XXX Ah mais ça j’ai compris mais je ne suis pas d’accord avec le fait qu’il approprie le terme Roi à Giannis enfaite.;pres;;Roi
211751_tweet.txt;le terme;LES VERTS ET LES GAUCHOS LFI refusent ce mot mais pour moi  je trouve qu'il est JUSTE  BRAVO  MR DARMANIN MME POMPILI vous avez oublié les violences des GJ qui ont tout cassé donc le terme en sauvagement est vraiment EXACT les français sont TRES VIOLENTS.. Barbara Pompili;meta;;
56736_tweet.txt;Le terme;"@XXX @XXX Le terme soumis te choque ? Tu préfères le terme ""subordonné"" ? Ca sonne mieux t as raison. Mais la racine du mot ""subordonné"" est la meme que celle du mot ""soumis""";meta;;
264423_tweet.txt;le terme;Les personnes utilisant le terme « les zhommes » méritent la pendaison comme Saddam Hussein.;pres;;zhommes
25961_tweet.txt;le terme;Sont tres forts sur @XXX ... Dissertent tous les soirs sur l insécurité sans jamais prononcer le terme #Immigration  Journalistes, avocats, politiques...complètement hors sol #LaRacailleTue;meta;;
239446_tweet.txt;le terme;"En 1 jour, Jeff Bezos a empoché plus que le Budget 2020 de la RDC: 13 Milliards $  Il faudrait mieux peser le terme ""Boss"" là dans les chansons des Z ?? url_path";meta;;
7943_tweet.txt;on dit;@XXX @XXX @XXX @XXX à moins de soliloquer , on dit on étouffe #ggrmc;pres;;on étouffe
24187_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Ca fait quand même beaucoup. Comment voulez-vous que les âmes fragiles ne copient pas ces GROS DELINQUANTS qui ont pignon sur rue comme on dit url_path;non;EXP;
91808_tweet.txt;On dit;On dit toujours Mister Freeze mais les Yeti c’est large au dessus url_path url_path;meta;;
143790_tweet.txt;On dit;"On dit ""calabraise testa dura"" , ou on dit ""j aurais dû fermer ma gueule"" #rmclive";meta;;
137790_tweet.txt;on dit;@XXX Ah voilà j'ai répondu pareille on m'a pris pour une fadade chez nous on dit Yeti ??????;meta;;
194350_tweet.txt;on dit;@XXX @XXX @XXX Oh pauvre bête biquette, pas contente parce qu'on dit la vérité sur la racaille assa Traoré et tte sa famille de délinquants?! #AdamaVioleur #stopalaracailleassatraore;non;;
108087_tweet.txt;on dit;@XXX La juge est décédé ou quoi c'est n'importe quoi il a pas fais exprès quand djoko casse c raquette on dit rien la juge de ligne abus ×3000;non;;
207460_tweet.txt;on dit;La chose chelou avec histoire de Ademo c’est que bcp de média ou personne de la télé on dit bien fait pour lui ect l’ont fait passer pour un bandit mais quand c’est d’autre personne connu y’a pas ça la raison ? Bah il donne pas son cul au média;non;EXP;
218310_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX Bon allez à 3 on dit tous une dernière fois #AdamaVioleur et on arrête tous d'accord ? 1...2...3... #AdamaVioleur Voilà c'est bon;non;;
220536_tweet.txt;on dit;@XXX @XXX @XXX @XXX LOOOOOOL, c’est connu les suceur de tootatis c’est tout s que vous avez à la bouche on dit des vérités et des chose logique sur votre queen, vous parler de frustration et de jalousie, aller pense ce que tu veux cela m’empêcherais pas dire la vérité tu perd ton temps avec moi;non;;
74487_tweet.txt;on dit;@XXX jveut trop visiter roubaix pr voir c’si c guez comme on dit;non;EXP;
29881_tweet.txt;ON DIT;@XXX JE PARLE DES GENS QUI ONT TAILLER ADELE LES GENS QUI ON DIT DE BOYCOTTE DOJA MAIS QUI ON PAS OUVERT LEURS BOUCHES CE SOIR LA c’est bon comme ca sa rentre mieux dans ta tete ?;non;;
63799_tweet.txt;on dit;C'est comme quand on dit : Liebig con comme ses pieds ! C'est une image ... ?? #ggrmc @XXX;non;;
229001_tweet.txt;on dit;@XXX @XXX Mdr il on dit d’eux fous tu sais lire ? Danilo c’est une fois;meta;;
214375_tweet.txt;on dit;selon mon signe astro, jsuis « impulsive », « impatiente » et « trop franche », jvois pas du tout pq on dit ça, c absolument pas moi ça lol;non;;
31324_tweet.txt;on dit;Comment Christina a clashé Raïssa ptdddrrrr je suis dead elle a dit on dit même plus swag mais frere c une meuf de Troyes c le moyen âge encore là bas, qui dit swag en 2020 encore ?????????????? #LRDS;pres;;swag
149948_tweet.txt;on dit;Non @XXX on dit pas déchirement ??????????de jean.. mais déchirures!! Lol #lrds ?????????;pres;;déchirement
210839_tweet.txt;on dit;-- Qui croyvait on dit truchiotte !!???? #GGRMC;meta;;
145722_tweet.txt;on dit;@XXX Pas de sous qu'on dit pas de souse = pas de souci;pres;;pas de souse
191750_tweet.txt;on dit;Ceux qui disent mister freeze je vous déteste on dit yéti bande de merde;pres;;mister freeze
53959_tweet.txt;on dit;@XXX Viens pour Michael Jackson, on dit  Les Gris ils aimaient trop critiquer...  ??????;meta;;
36739_tweet.txt;on dit;@XXX @XXX @XXX « Ani nheb a flash » « a flash » il est en Angleterre ton Algérie mdr ? Azy yéti c’est la marque principal la base c’est comme les yaourts on dit souvent danone alors que Danone c’est une marque.;meta;;
185996_tweet.txt;on dit;C'est bien se que l'on dit le pinard devrait être obligatoire !!??????#GGRMC url_path;non;;
88739_tweet.txt;on dit;@XXX Tout Marseille le sang on dit des Yéti;pres;;mister freeze
209509_tweet.txt;on dit;@XXX Le plan tu fait comme skt’etait un fan de feu si tu va le voir tu demande une photo je lui envoie un Pierre dans la nuque hop k.o on vol si tel on dit a wejdene de venir on la kidnappe et on la mange dans une cave;non;;
257134_tweet.txt;on dit;"Vous entendez mes pleures ??demain on ferme l'era Teasure avec Answer qui a marqué grandement les esprits ! J'oublierais jamais mdrr ""bulleo bulleo..."" ?,5ème comeback de folie, mtn on dit Bonjour au 6ème avec une nouvel Era encore plus folle ??  #ATEEZ   url_path";non;;
254556_tweet.txt;on dit;@XXX AHHHHH oui car en + y'a la porte de la tombe du doctor qui s'ouvre seulement si on dit son prénom;non;;
52580_tweet.txt;On dit;@XXX T'es de Marseille et tu dis mister freeze ? C'est les parisiens qui disent ça  On dit Yeti wesh;pres;;mister freeze
